taxon,standardized_taxon_name,common_name,taxon_class,taxon_order,taxon_family,taxon_genus,taxon_species,notes
numididae (unidentified) (numididae (incognita)):numididae-galliformes,bird,,aves,galliformes,numididae,,,
numididae (incognita),bird,,aves,galliformes,numididae,,,
northern bobwhite (colinus virginianus):odontophoridae-galliformes,bird,northern bobwhite,aves,galliformes,odontophoridae,colinus,virginianus,
odocoileus virginianus,bird,northern bobwhite,aves,galliformes,odontophoridae,colinus,virginianus,
didelphis virginiana,bird,northern bobwhite,aves,galliformes,odontophoridae,colinus,virginianus,
colinus virginianus,bird,northern bobwhite,aves,galliformes,odontophoridae,colinus,virginianus,
red-legged partridge (alectoris rufa):phasianidae-galliformes,bird,red-legged partridge,aves,galliformes,phasianidae,alectoris,rufa,
alectoris rufa,bird,red-legged partridge,aves,galliformes,phasianidae,alectoris,rufa,
ruffed grouse (bonasa umbellus):phasianidae-galliformes,bird,ruffed grouse,aves,galliformes,phasianidae,bonasa,umbellus,
bonasa umbellus,bird,ruffed grouse,aves,galliformes,phasianidae,bonasa,umbellus,
centrocercus urophasianus,bird,greater sage-grouse,aves,galliformes,phasianidae,centrocercus,urophasianus,
common quail (coturnix coturnix):phasianidae-galliformes,bird,common quail,aves,galliformes,phasianidae,coturnix,coturnix,
coturnix coturnix,bird,common quail,aves,galliformes,phasianidae,coturnix,coturnix,
japanese quail (coturnix japonica):phasianidae-galliformes,bird,japanese quail,aves,galliformes,phasianidae,coturnix,japonica,
coturnix japonica,bird,japanese quail,aves,galliformes,phasianidae,coturnix,japonica,
red jungle fowl (gallus gallus):phasianidae-galliformes,bird,chicken,aves,galliformes,phasianidae,gallus,gallus,
gallus gallus,bird,chicken,aves,galliformes,phasianidae,gallus,gallus,
silver pheasant (lophura nycthemera):phasianidae-galliformes,bird,silver pheasant,aves,galliformes,phasianidae,lophura,nycthemera,
lophura nycthemera,bird,silver pheasant,aves,galliformes,phasianidae,lophura,nycthemera,
wild turkey (meleagris gallopavo):phasianidae-galliformes,bird,turkey,aves,galliformes,phasianidae,meleagris,gallopavo,
meleagris gallopavo,bird,turkey,aves,galliformes,phasianidae,meleagris,gallopavo,
indian peafowl (pavo cristatus):phasianidae-galliformes,bird,indian peafowl,aves,galliformes,phasianidae,pavo,cristatus,
pavo cristatus,bird,indian peafowl,aves,galliformes,phasianidae,pavo,cristatus,
grey partridge (perdix perdix):phasianidae-galliformes,bird,grey partridge,aves,galliformes,phasianidae,perdix,perdix,
perdix perdix,bird,grey partridge,aves,galliformes,phasianidae,perdix,perdix,
common pheasant (phasianus colchicus):phasianidae-galliformes,bird,ring-necked pheasant,aves,galliformes,phasianidae,phasianus,colchicus,
phasianus colchicus,bird,ring-necked pheasant,aves,galliformes,phasianidae,phasianus,colchicus,
reeves's pheasant (syrmaticus reevesii):phasianidae-galliformes,bird,reeves's pheasant,aves,galliformes,phasianidae,syrmaticus,reevesii,
syrmaticus reevesii,bird,reeves's pheasant,aves,galliformes,phasianidae,syrmaticus,reevesii,
phasianidae (unidentified) (phasianidae (incognita)):phasianidae-galliformes,bird,,aves,galliformes,phasianidae,,,
phasianidae (incognita),bird,,aves,galliformes,phasianidae,,,
galliformes (unidentified) (unidentified) (galliformes (incognita) (incognita)):galliformes (unidentified)-galliformes,bird,,aves,galliformes,,,,
galliformes (incognita) (incognita),bird,,aves,galliformes,,,,
common loon (gavia immer):gaviidae-gaviiformes,bird,great northern loon,aves,gaviiformes,gaviidae,gavia,immer,
gavia immer,bird,great northern loon,aves,gaviiformes,gaviidae,gavia,immer,
gavia pacifica,bird,pacific loon,aves,gaviiformes,gaviidae,gavia,pacifica,
red-throated loon (gavia stellata):gaviidae-gaviiformes,bird,red-throated loon,aves,gaviiformes,gaviidae,gavia,stellata,
gavia stellata,bird,red-throated loon,aves,gaviiformes,gaviidae,gavia,stellata,
grus canadensis,bird,sandhill crane,aves,gruiformes,gruidae,antigone,canadensis,genus updated to antigone
white-naped crane (grus vipio):gruidae-gruiformes,bird,white-naped crane,aves,gruiformes,gruidae,antigone,vipio,genus updated to antigone
grus vipio,bird,white-naped crane,aves,gruiformes,gruidae,antigone,vipio,Genus updated from grus to antigone
gray crowned-crane (balearica regulorum):gruidae-gruiformes,bird,grey crowned-crane,aves,gruiformes,gruidae,balearica,regulorum,
balearica regulorum,bird,grey crowned-crane,aves,gruiformes,gruidae,balearica,regulorum,
common crane (grus grus):gruidae-gruiformes,bird,eurasian crane,aves,gruiformes,gruidae,grus,grus,
grus grus,bird,eurasian crane,aves,gruiformes,gruidae,grus,grus,
red-crowned crane (grus japonensis):gruidae-gruiformes,bird,red-crowned crane,aves,gruiformes,gruidae,grus,japonensis,
grus japonensis,bird,red-crowned crane,aves,gruiformes,gruidae,grus,japonensis,
grus leucogeranus,bird,siberian crane,aves,gruiformes,gruidae,grus,leucogeranus,
hooded crane (grus monacha):gruidae-gruiformes,bird,hooded crane,aves,gruiformes,gruidae,grus,monacha,
grus monacha,bird,hooded crane,aves,gruiformes,gruidae,grus,monacha,
blue crane (grus paradisea):gruidae-gruiformes,bird,blue crane,aves,gruiformes,gruidae,grus,paradisea,
grus paradisea,bird,blue crane,aves,gruiformes,gruidae,grus,paradisea,
gruidae (unidentified) (gruidae (incognita)):gruidae-gruiformes,bird,,aves,gruiformes,gruidae,,,
gruidae (incognita),bird,,aves,gruiformes,gruidae,,,
anthropoides virgo,bird,demoiselle crane,aves,gruiformes,guidae,grus,virgo,
fulica americana,bird,american coot,aves,gruiformes,rallidae,fulica,americana,
common coot (fulica atra):rallidae-gruiformes,bird,eurasian coot,aves,gruiformes,rallidae,fulica,atra,
fulica atra,bird,eurasian coot,aves,gruiformes,rallidae,fulica,atra,
common moorhen (gallinula chloropus):rallidae-gruiformes,bird,common moorhen,aves,gruiformes,rallidae,gallinula,chloropus,
gallinula chloropus,bird,common moorhen,aves,gruiformes,rallidae,gallinula,chloropus,
water rail (rallus aquaticus):rallidae-gruiformes,bird,,aves,gruiformes,rallidae,rallus,aquaticus,
rallus aquaticus,bird,,aves,gruiformes,rallidae,rallus,aquaticus,
rallidae (unidentified) (rallidae (incognita)):rallidae-gruiformes,bird,,aves,gruiformes,rallidae,,,
rallidae (incognita),bird,,aves,gruiformes,rallidae,,,
bombycillidae (unidentified) (bombycillidae (incognita)):bombycillidae-pelecaniformes,bird,,aves,passeriformes,bombycillidae,,,order updated to passeriformes
bombycillidae (incognita),bird,,aves,passeriformes,bombycillidae,,,
eurasian jackdaw (corvus monedula):corvidae-passeriformes,bird,jackdaw,aves,passeriformes,corvidae,coloeus,monedula,
corvus monedula,bird,jackdaw,aves,passeriformes,corvidae,coloeus,monedula,
pied crow (corvus albus):corvidae-passeriformes,bird,pied crow,aves,passeriformes,corvidae,corvus,albus,
corvus albus,bird,pied crow,aves,passeriformes,corvidae,corvus,albus,
american crow (corvus brachyrhynchos):corvidae-passeriformes,bird,american crow,aves,passeriformes,corvidae,corvus,brachyrhynchos,
corvus brachyrhynchos,bird,american crow,aves,passeriformes,corvidae,corvus,brachyrhynchos,
northwestern crow (corvus caurinus):corvidae-passeriformes,bird,northwestern crow,aves,passeriformes,corvidae,corvus,caurinus,caurinus was absorbed into brachyrhynchos
corvus caurinus,bird,northwestern crow,aves,passeriformes,corvidae,corvus,caurinus,
common raven (corvus corax):corvidae-passeriformes,bird,common raven,aves,passeriformes,corvidae,corvus,corax,
corvus corax,bird,common raven,aves,passeriformes,corvidae,corvus,corax,
hooded crow (corvus cornix):corvidae-passeriformes,bird,hooded crow,aves,passeriformes,corvidae,corvus,cornix,
corvus cornix,bird,hooded crow,aves,passeriformes,corvidae,corvus,cornix,
carrion crow (corvus corone):corvidae-passeriformes,bird,carrion crow,aves,passeriformes,corvidae,corvus,corone,
corvus corone,bird,carrion crow,aves,passeriformes,corvidae,corvus,corone,
rook (corvus frugilegus):corvidae-passeriformes,bird,rook,aves,passeriformes,corvidae,corvus,frugilegus,
corvus frugilegus,bird,rook,aves,passeriformes,corvidae,corvus,frugilegus,
large-billed crow (corvus macrorhynchos):corvidae-passeriformes,bird,large-billed crow,aves,passeriformes,corvidae,corvus,macrorhynchos,
corvus macrorhynchos,bird,large-billed crow,aves,passeriformes,corvidae,corvus,macrorhynchos,
corvus ossifragus,bird,,aves,passeriformes,corvidae,corvus,ossifragus,
house crow (corvus splendens):corvidae-passeriformes,bird,house crow,aves,passeriformes,corvidae,corvus,splendens,
corvus splendens,bird,house crow,aves,passeriformes,corvidae,corvus,splendens,
blue jay (cyanocitta cristata):corvidae-passeriformes,bird,blue jay,aves,passeriformes,corvidae,cyanocitta,cristata,
cyanocitta cristata,bird,blue jay,aves,passeriformes,corvidae,cyanocitta,cristata,
eurasian jay (garrulus glandarius):corvidae-passeriformes,bird,eurasian jay,aves,passeriformes,corvidae,garrulus,glandarius,
garrulus glandarius,bird,eurasian jay,aves,passeriformes,corvidae,garrulus,glandarius,
black-billed magpie (pica hudsonia):corvidae-passeriformes,bird,black-billed magpie,aves,passeriformes,corvidae,pica,hudsonia,
pica hudsonia,bird,black-billed magpie,aves,passeriformes,corvidae,pica,hudsonia,
common magpie (pica pica):corvidae-passeriformes,bird,eurasian magpie,aves,passeriformes,corvidae,pica,pica,
pica pica,bird,eurasian magpie,aves,passeriformes,corvidae,pica,pica,
corvidae (unidentified) (corvidae (incognita)):corvidae-passeriformes,bird,,aves,passeriformes,corvidae,,,
corvidae (incognita),bird,,aves,passeriformes,corvidae,,,
white-rumped munia (lonchura striata):estrildidae-pelecaniformes,bird,white-rumped munia,aves,passeriformes,estrildidae,lonchura,striata,order updated to passeriformes
lonchura striata,bird,white-rumped munia,aves,passeriformes,estrildidae,lonchura,striata,
zebra finch (taeniopygia guttata):estrildidae-pelecaniformes,bird,zebra finch,aves,passeriformes,estrildidae,taeniopygia,guttata,order updated to passeriformes
taeniopygia guttata,bird,zebra finch,aves,passeriformes,estrildidae,taeniopygia,guttata,order updated to passeriformes
estrildidae (incognita),bird,,aves,passeriformes,estrilididae,,,
carduelis flammea,bird,common redpoll,aves,passeriformes,fringillidae,acanthis,flammea,
carduelis carduelis,bird,,aves,passeriformes,fringillidae,carduelis,carduilis,
carduelis chloris,bird,european greenfinch,aves,passeriformes,fringillidae,chloris,chloris,
chaffinch (fringilla coelebs):fringillidae-pelecaniformes,bird,chaffinch,aves,passeriformes,fringillidae,fringilla,coelebs,Not a pelican
fringilla coelebs,bird,chaffinch,aves,passeriformes,fringillidae,fringilla,coelebs,
eurasian bullfinch (pyrrhula pyrrhula):fringillidae-pelecaniformes,bird,eurasian bullfinch,aves,passeriformes,fringillidae,pyrrhula,pyrrhula,order updated to passeriformes
pyrrhula pyrrhula,bird,eurasian bullfinch,aves,passeriformes,fringillidae,pyrrhula,pyrrhula,
island canary (serinus canaria):fringillidae-pelecaniformes,bird,common canary,aves,passeriformes,fringillidae,serinus,canaria,
serinus canaria,bird,common canary,aves,passeriformes,fringillidae,serinus,canaria,
hirundo rustica,bird,,aves,passeriformes,hirundinidae,hirundo,rustia,
pygochelidon cyanoleuca,bird,,aves,passeriformes,hirundinidae,pygochelidon,cyanoleuca,
tachycineta bicolor,bird,tree swallow,aves,passeriformes,hirundinidae,tachycineta,bicolor,
hirundinidae (unidentified) (hirundinidae (incognita)):hirundinidae-pelecaniformes,bird,,aves,passeriformes,hirundinidae,,,order updated to passeriformes
hirundinidae (incognita),bird,,aves,passeriformes,hirundinidae,,,
agelaius phoeniceus,bird,red-winged blackbird,aves,passeriformes,icteridae,agelaius,phoeniceus,
great-tailed grackle (quiscalus mexicanus):icteridae-pelecaniformes,bird,great-tailed grackle,aves,passeriformes,icteridae,quiscalus,mexicanus,Not a pelican
quiscalus mexicanus,bird,great-tailed grackle,aves,passeriformes,icteridae,quiscalus,mexicanus,
quiscalus quiscula,bird,common grackle,aves,passeriformes,icteridae,quiscalus,quiscula,
laniidae (unidentified) (laniidae (incognita)):laniidae-pelecaniformes,bird,,aves,passeriformes,laniidae,,,order updated to passeriformes
laniidae (incognita),bird,,aves,passeriformes,laniidae,,,
oriental magpie-robin (copsychus saularis):muscicapidae-pelecaniformes,bird,oriental magpie-robin,aves,passeriformes,muscicapidae,copsychus,saularis,order updated to passeriformes
copsychus saularis,bird,oriental magpie-robin,aves,passeriformes,muscicapidae,copsychus,saularis,order updated to passeriformes
great tit (parus major):paridae-pelecaniformes,bird,great tit,aves,passeriformes,paridae,parus,major,order updated to passeriformes
parus major,bird,great tit,aves,passeriformes,paridae,parus,major,
parulidae (incognita),bird,,aves,passeriformes,parulidae,,,
junco hyemalis,bird,dark-eyed junco,aves,passeriformes,passerellidae,junco,hyemalis,
house sparrow (passer domesticus):passeridae-pelecaniformes,bird,house sparrow,aves,passeriformes,passeridae,passer,domesticus,order updated to passeriformes
passer domesticus,bird,house sparrow,aves,passeriformes,passeridae,passer,domesticus,order updated to passeriformes
passer montanus,bird,eurasian tree sparrow,aves,passeriformes,passeridae,passer,montanus,
passeridae (unidentified) (passeridae (incognita)):passeridae-pelecaniformes,bird,,aves,passeriformes,passeridae,,,order updated to passeriformes
passeridae (incognita),bird,,aves,passeriformes,passeridae,,,
motacillidae (unidentified) (motacillidae (incognita)):motacillidae-pelecaniformes,bird,,aves,passeriformes,passeroidea,motacillidae,,
motacillidae (incognita),bird,,aves,passeriformes,passeroidea,motacillidae,,
phylloscopus trochilus,bird,willow warbler,aves,passeriformes,phylloscopidae,phylloscopus,trochilus,
southern masked-weaver (ploceus velatus):ploceidae-pelecaniformes,bird,southern masked weaver,aves,passeriformes,ploceidae,ploceus,velatus,order updated to passeriformes
ploceus velatus,bird,southern masked weaver,aves,passeriformes,ploceidae,ploceus,velatus,order updated to passeriformes
pycnonotus jocosus,bird,red-whiskered bulbul,aves,passeriformes,pycnonotidae,pycnonotus,jocosus,
pycnonotus sinensis,bird,,aves,passeriformes,pycnonotidae,pycnonotus,sinensis,
pteroglossus castanotis,bird,chestnut-eared aracari,aves,passeriformes,ramphastidae,pteroglossus,castanotis,
crested myna (acridotheres cristatellus):sturnidae-pelecaniformes,bird,crested myna,aves,passeriformes,sturnidae,acridotheres,cristatellus,order updated to passeriformes
acridotheres cristatellus,bird,crested myna,aves,passeriformes,sturnidae,acridotheres,cristatellus,order updated to passeriformes
ceratotherium simum,bird,crested myna,aves,passeriformes,sturnidae,acridotheres,cristatellus,order updated to passeriformes
common starling (sturnus vulgaris):sturnidae-pelecaniformes,bird,common starling,aves,passeriformes,sturnidae,sturnus,vulgaris,order updated to passeriformes
sturnus vulgaris,bird,common starling,aves,passeriformes,sturnidae,sturnus,vulgaris,order updated to passeriformes
turdus grayi,bird,clay-colored robin,aves,passeriformes,turdidae,turdus,grayi,
turdus iliacus,bird,,aves,passeriformes,turdidae,turdus,iliacus,
eurasian blackbird (turdus merula):turdidae-pelecaniformes,bird,blackbird,aves,passeriformes,turdidae,turdus,merula,order updated to passeriformes
turdus merula,bird,blackbird,aves,passeriformes,turdidae,turdus,merula,order updated to passeriformes
turdus migratorius,bird,american robin,aves,passeriformes,turdidae,turdus,migratorius,
pale thrush (turdus pallidus):turdidae-pelecaniformes,bird,pale thrush,aves,passeriformes,turdidae,turdus,pallidus,order updated  to passeriformes
turdus pallidus,bird,pale thrush,aves,passeriformes,turdidae,turdus,pallidus,
song thrush (turdus philomelos):turdidae-pelecaniformes,bird,song thrush,aves,passeriformes,turdidae,turdus,philomelos,order updated to passeriformes
turdus philomelos,bird,song thrush,aves,passeriformes,turdidae,turdus,philomelos,order updated to passeriformes
fieldfare (turdus pilaris):turdidae-pelecaniformes,bird,,aves,passeriformes,turdidae,turdus,pilaris,order updated to passeriformes
turdus pilaris,bird,,aves,passeriformes,turdidae,turdus,pilaris,order updated to passeriformes
turdidae (incognita),bird,,aves,passeriformes,turdidae,,,
japanese white-eye (zosterops japonicus):zosteropidae-pelecaniformes,bird,japanese white-eye,aves,passeriformes,zosteropidae,zosterops,japonicus,order updated to passeriformes
zosterops japonicus,bird,japanese white-eye,aves,passeriformes,zosteropidae,zosterops,japonicus,
great egret (ardea alba):ardeidae-phaethontiformes,bird,great egret,aves,pelecaniformes,ardeidae,ardea,alba,order updated to pelecaniformes
ardea alba,bird,great egret,aves,pelecaniformes,ardeidae,ardea,alba,order updated to pelecaniformes
grey heron (ardea cinerea):ardeidae-phaethontiformes,bird,grey heron,aves,pelecaniformes,ardeidae,ardea,cinerea,order updated to pelecaniformes
ardea cinerea,bird,grey heron,aves,pelecaniformes,ardeidae,ardea,cinerea,order updated to pelecaniformes
great blue heron (ardea herodias):ardeidae-phaethontiformes,bird,great blue heron,aves,pelecaniformes,ardeidae,ardea,herodias,order updated to pelecaniformes
ardea herodias,bird,great blue heron,aves,pelecaniformes,ardeidae,ardea,herodias,
indian pond heron (ardeola grayii):ardeidae-phaethontiformes,bird,indian pond-heron,aves,pelecaniformes,ardeidae,ardeola,grayii,order updated to pelecaniformes
ardeola grayii,bird,indian pond-heron,aves,pelecaniformes,ardeidae,ardeola,grayii,order updated to pelecaniformes
eurasian bittern (botaurus stellaris):ardeidae-phaethontiformes,bird,,aves,pelecaniformes,ardeidae,botaurus,stellaris,order updated to pelecaniformes
botaurus stellaris,bird,,aves,pelecaniformes,ardeidae,botaurus,stellaris,order updated to pelecaniformes
western cattle egret (bubulcus ibis):ardeidae-phaethontiformes,bird,cattle egret,aves,pelecaniformes,ardeidae,bubulcus,ibis,order updated to pelecaniformes
bubulcus ibis,bird,cattle egret,aves,pelecaniformes,ardeidae,bubulcus,ibis,order updated to pelecaniformes
egretta caerulea,bird,little blue heron,aves,pelecaniformes,ardeidae,egretta,caerulea,
little egret (egretta garzetta):ardeidae-phaethontiformes,bird,little egret,aves,pelecaniformes,ardeidae,egretta,garzetta,order updated to pelecaniformes
egretta garzetta,bird,little egret,aves,pelecaniformes,ardeidae,egretta,garzetta,order updated to pelecaniformes
egretta intermedia,bird,intermediate egret,aves,pelecaniformes,ardeidae,egretta,intermedia,
egretta thula,bird,snowy egret,aves,pelecaniformes,ardeidae,egretta,thula,
black-crowned night-heron (nycticorax nycticorax):ardeidae-phaethontiformes,bird,black-crowned night-heron,aves,pelecaniformes,ardeidae,nycticorax,nycticorax,order updated to pelecaniformes
nycticorax nycticorax,bird,black-crowned night-heron,aves,pelecaniformes,ardeidae,nycticorax,nycticorax,order updated to pelecaniformes
ardeidae (unidentified) (ardeidae (incognita)):ardeidae-phaethontiformes,bird,,aves,pelecaniformes,ardeidae,,,order updated to pelecaniformes
ardeidae (incognita),bird,,aves,pelecaniformes,ardeidae,,,order updated to pelecaniformes
brown pelican (pelecanus occidentalis):pelecanidae-phaethontiformes,bird,,aves,pelecaniformes,pelecanidae,pelacanus,occidentalis,
pelecanus occidentalis,bird,,aves,pelecaniformes,pelecanidae,pelacanus,occidentalis,
spot-billed pelican (pelecanus philippensis):pelecanidae-phaethontiformes,bird,,aves,pelecaniformes,pelecanidae,pelacanus,phillippensis,
pelecanus philippensis,bird,,aves,pelecaniformes,pelecanidae,pelacanus,phillippensis,
pink-backed pelican (pelecanus rufescens):pelecanidae-phaethontiformes,bird,,aves,pelecaniformes,pelecanidae,pelacanus,rufescens,order updated to pelecaniformes
pelecanus rufescens,bird,,aves,pelecaniformes,pelecanidae,pelacanus,rufescens,
dalmatian pelican (pelecanus crispus):pelecanidae-phaethontiformes,bird,dalmatian pelican,aves,pelecaniformes,pelecanidae,pelecanus,crispus,order updated to pelecaniformes
pelecanus crispus,bird,dalmatian pelican,aves,pelecaniformes,pelecanidae,pelecanus,crispus,order updated to pelecaniformes
american white pelican (pelecanus erythrorhynchos):pelecanidae-phaethontiformes,bird,american white pelican,aves,pelecaniformes,pelecanidae,pelecanus,erythrorhynchos,order updated to pelecaniformes
pelecanus erythrorhynchos,bird,american white pelican,aves,pelecaniformes,pelecanidae,pelecanus,erythrorhynchos,
great white pelican (pelecanus onocrotalus):pelecanidae-phaethontiformes,bird,,aves,pelecaniformes,pelecanidae,pelecanus,onocrotalus,order updated to pelecaniformes
pelecanus onocrotalus,bird,,aves,pelecaniformes,pelecanidae,pelecanus,onocrotalus,order updated to pelecaniformes
pelecanus thagus,bird,,aves,pelecaniformes,pelecanidae,pelecanus,thagus,
pelecanidae (unidentified) (pelecanidae (incognita)):pelecanidae-phaethontiformes,bird,,aves,pelecaniformes,pelecanidae,,,order updated to pelecaniformes
pelecanidae (incognita),bird,,aves,pelecaniformes,pelecanidae,,,order updated to pelecaniformes
geronticus eremita,bird,,aves,pelecaniformes,threskiornithidae,beronticus,eremita,
